trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
818,10:57:00,10:57:00,37004,4,0,0,2.3379
818,10:59:00,10:59:00,37003,5,0,0,3.5483
818,11:00:00,11:00:00,37002,6,0,0,4.1964
818,11:03:00,11:03:00,36998,7,0,0,5.6182
818,11:06:00,11:06:00,36997,8,0,0,6.2994
818,11:07:00,11:07:00,36996,9,0,0,6.5769
818,11:09:00,11:09:00,36995,10,0,0,6.9847
818,11:11:00,11:11:00,36994,11,0,0,7.2792
818,11:13:00,11:13:00,37376,12,0,0,7.5284
818,11:15:00,11:15:00,37377,13,0,0,7.8752
818,11:17:00,11:17:00,37378,14,0,0,8.1684
818,11:22:00,11:22:00,39348,15,0,0,9.0458
819,11:11:00,11:11:00,42673,1,0,0,0.0000
819,11:13:00,11:13:00,38229,2,0,0,0.9153
819,11:15:00,11:15:00,37005,3,0,0,1.7756
819,11:17:00,11:17:00,37004,4,0,0,2.3379
819,11:19:00,11:19:00,37003,5,0,0,3.5483
819,11:20:00,11:20:00,37002,6,0,0,4.1964
819,11:23:00,11:23:00,36998,7,0,0,5.6182
819,11:26:00,11:26:00,36997,8,0,0,6.2994
819,11:27:00,11:27:00,36996,9,0,0,6.5769
819,11:29:00,11:29:00,36995,10,0,0,6.9847
819,11:31:00,11:31:00,36994,11,0,0,7.2792
819,11:33:00,11:33:00,37376,12,0,0,7.5284
819,11:35:00,11:35:00,37377,13,0,0,7.8752
819,11:37:00,11:37:00,37378,14,0,0,8.1684
819,11:42:00,11:42:00,39348,15,0,0,9.0458
820,11:31:00,11:31:00,42673,1,0,0,0.0000
820,11:33:00,11:33:00,38229,2,0,0,0.9153
820,11:35:00,11:35:00,37005,3,0,0,1.7756
820,11:37:00,11:37:00,37004,4,0,0,2.3379
820,11:39:00,11:39:00,37003,5,0,0,3.5483
820,11:40:00,11:40:00,37002,6,0,0,4.1964
820,11:43:00,11:43:00,36998,7,0,0,5.6182
820,11:46:00,11:46:00,36997,8,0,0,6.2994
820,11:47:00,11:47:00,36996,9,0,0,6.5769
820,11:49:00,11:49:00,36995,10,0,0,6.9847
820,11:51:00,11:51:00,36994,11,0,0,7.2792
820,11:53:00,11:53:00,37376,12,0,0,7.5284
820,11:55:00,11:55:00,37377,13,0,0,7.8752
820,11:57:00,11:57:00,37378,14,0,0,8.1684
820,12:02:00,12:02:00,39348,15,0,0,9.0458
821,11:51:00,11:51:00,42673,1,0,0,0.0000
821,11:53:00,11:53:00,38229,2,0,0,0.9153
821,11:55:00,11:55:00,37005,3,0,0,1.7756
821,11:57:00,11:57:00,37004,4,0,0,2.3379
821,11:59:00,11:59:00,37003,5,0,0,3.5483
821,12:00:00,12:00:00,37002,6,0,0,4.1964
821,12:03:00,12:03:00,36998,7,0,0,5.6182
821,12:06:00,12:06:00,36997,8,0,0,6.2994
821,12:07:00,12:07:00,36996,9,0,0,6.5769
821,12:09:00,12:09:00,36995,10,0,0,6.9847
821,12:11:00,12:11:00,36994,11,0,0,7.2792
821,12:13:00,12:13:00,37376,12,0,0,7.5284
821,12:15:00,12:15:00,37377,13,0,0,7.8752
821,12:17:00,12:17:00,37378,14,0,0,8.1684
821,12:22:00,12:22:00,39348,15,0,0,9.0458
822,12:11:00,12:11:00,42673,1,0,0,0.0000
822,12:13:00,12:13:00,38229,2,0,0,0.9153
822,12:15:00,12:15:00,37005,3,0,0,1.7756
822,12:17:00,12:17:00,37004,4,0,0,2.3379
822,12:19:00,12:19:00,37003,5,0,0,3.5483
822,12:20:00,12:20:00,37002,6,0,0,4.1964
822,12:23:00,12:23:00,36998,7,0,0,5.6182
822,12:26:00,12:26:00,36997,8,0,0,6.2994
822,12:27:00,12:27:00,36996,9,0,0,6.5769
822,12:29:00,12:29:00,36995,10,0,0,6.9847
822,12:31:00,12:31:00,36994,11,0,0,7.2792
822,12:33:00,12:33:00,37376,12,0,0,7.5284
822,12:35:00,12:35:00,37377,13,0,0,7.8752
822,12:37:00,12:37:00,37378,14,0,0,8.1684
822,12:42:00,12:42:00,39348,15,0,0,9.0458
823,12:31:00,12:31:00,42673,1,0,0,0.0000
823,12:33:00,12:33:00,38229,2,0,0,0.9153
823,12:35:00,12:35:00,37005,3,0,0,1.7756
823,12:37:00,12:37:00,37004,4,0,0,2.3379
823,12:39:00,12:39:00,37003,5,0,0,3.5483
823,12:40:00,12:40:00,37002,6,0,0,4.1964
823,12:43:00,12:43:00,36998,7,0,0,5.6182
823,12:46:00,12:46:00,36997,8,0,0,6.2994
823,12:47:00,12:47:00,36996,9,0,0,6.5769
823,12:49:00,12:49:00,36995,10,0,0,6.9847
823,12:51:00,12:51:00,36994,11,0,0,7.2792
823,12:53:00,12:53:00,37376,12,0,0,7.5284
823,12:55:00,12:55:00,37377,13,0,0,7.8752
823,12:57:00,12:57:00,37378,14,0,0,8.1684
823,13:02:00,13:02:00,39348,15,0,0,9.0458
824,12:51:00,12:51:00,42673,1,0,0,0.0000
824,12:53:00,12:53:00,38229,2,0,0,0.9153
824,12:55:00,12:55:00,37005,3,0,0,1.7756
824,12:57:00,12:57:00,37004,4,0,0,2.3379
824,12:59:00,12:59:00,37003,5,0,0,3.5483
824,13:00:00,13:00:00,37002,6,0,0,4.1964
824,13:03:00,13:03:00,36998,7,0,0,5.6182
824,13:06:00,13:06:00,36997,8,0,0,6.2994
824,13:07:00,13:07:00,36996,9,0,0,6.5769
824,13:09:00,13:09:00,36995,10,0,0,6.9847
824,13:11:00,13:11:00,36994,11,0,0,7.2792
824,13:13:00,13:13:00,37376,12,0,0,7.5284
824,13:15:00,13:15:00,37377,13,0,0,7.8752
824,13:17:00,13:17:00,37378,14,0,0,8.1684
824,13:22:00,13:22:00,39348,15,0,0,9.0458
825,13:11:00,13:11:00,42673,1,0,0,0.0000
825,13:13:00,13:13:00,38229,2,0,0,0.9153
825,13:15:00,13:15:00,37005,3,0,0,1.7756
825,13:17:00,13:17:00,37004,4,0,0,2.3379
825,13:19:00,13:19:00,37003,5,0,0,3.5483
825,13:20:00,13:20:00,37002,6,0,0,4.1964
825,13:23:00,13:23:00,36998,7,0,0,5.6182
825,13:26:00,13:26:00,36997,8,0,0,6.2994
825,13:27:00,13:27:00,36996,9,0,0,6.5769
825,13:29:00,13:29:00,36995,10,0,0,6.9847
825,13:31:00,13:31:00,36994,11,0,0,7.2792
825,13:33:00,13:33:00,37376,12,0,0,7.5284
825,13:35:00,13:35:00,37377,13,0,0,7.8752
825,13:37:00,13:37:00,37378,14,0,0,8.1684
825,13:42:00,13:42:00,39348,15,0,0,9.0458
826,13:31:00,13:31:00,42673,1,0,0,0.0000
826,13:33:00,13:33:00,38229,2,0,0,0.9153
826,13:35:00,13:35:00,37005,3,0,0,1.7756
826,13:37:00,13:37:00,37004,4,0,0,2.3379
826,13:39:00,13:39:00,37003,5,0,0,3.5483
826,13:40:00,13:40:00,37002,6,0,0,4.1964
826,13:43:00,13:43:00,36998,7,0,0,5.6182
826,13:46:00,13:46:00,36997,8,0,0,6.2994
826,13:47:00,13:47:00,36996,9,0,0,6.5769
826,13:49:00,13:49:00,36995,10,0,0,6.9847
826,13:51:00,13:51:00,36994,11,0,0,7.2792
826,13:53:00,13:53:00,37376,12,0,0,7.5284
826,13:55:00,13:55:00,37377,13,0,0,7.8752
826,13:57:00,13:57:00,37378,14,0,0,8.1684
826,14:02:00,14:02:00,39348,15,0,0,9.0458
827,13:51:00,13:51:00,42673,1,0,0,0.0000
827,13:53:00,13:53:00,38229,2,0,0,0.9153
827,13:55:00,13:55:00,37005,3,0,0,1.7756
827,13:57:00,13:57:00,37004,4,0,0,2.3379
827,13:59:00,13:59:00,37003,5,0,0,3.5483
827,14:00:00,14:00:00,37002,6,0,0,4.1964
827,14:03:00,14:03:00,36998,7,0,0,5.6182
827,14:06:00,14:06:00,36997,8,0,0,6.2994
827,14:07:00,14:07:00,36996,9,0,0,6.5769
827,14:09:00,14:09:00,36995,10,0,0,6.9847
827,14:11:00,14:11:00,36994,11,0,0,7.2792
827,14:13:00,14:13:00,37376,12,0,0,7.5284
827,14:15:00,14:15:00,37377,13,0,0,7.8752
827,14:17:00,14:17:00,37378,14,0,0,8.1684
827,14:22:00,14:22:00,39348,15,0,0,9.0458
828,14:11:00,14:11:00,42673,1,0,0,0.0000
828,14:13:00,14:13:00,38229,2,0,0,0.9153
828,14:15:00,14:15:00,37005,3,0,0,1.7756
828,14:17:00,14:17:00,37004,4,0,0,2.3379
828,14:19:00,14:19:00,37003,5,0,0,3.5483
828,14:20:00,14:20:00,37002,6,0,0,4.1964
828,14:23:00,14:23:00,36998,7,0,0,5.6182
828,14:26:00,14:26:00,36997,8,0,0,6.2994
828,14:27:00,14:27:00,36996,9,0,0,6.5769
828,14:29:00,14:29:00,36995,10,0,0,6.9847
828,14:31:00,14:31:00,36994,11,0,0,7.2792
828,14:33:00,14:33:00,37376,12,0,0,7.5284
828,14:35:00,14:35:00,37377,13,0,0,7.8752
828,14:37:00,14:37:00,37378,14,0,0,8.1684
828,14:42:00,14:42:00,39348,15,0,0,9.0458
829,14:31:00,14:31:00,42673,1,0,0,0.0000
829,14:33:00,14:33:00,38229,2,0,0,0.9153
829,14:35:00,14:35:00,37005,3,0,0,1.7756
829,14:37:00,14:37:00,37004,4,0,0,2.3379
829,14:39:00,14:39:00,37003,5,0,0,3.5483
829,14:40:00,14:40:00,37002,6,0,0,4.1964
829,14:43:00,14:43:00,36998,7,0,0,5.6182
829,14:46:00,14:46:00,36997,8,0,0,6.2994
829,14:47:00,14:47:00,36996,9,0,0,6.5769
829,14:49:00,14:49:00,36995,10,0,0,6.9847
829,14:51:00,14:51:00,36994,11,0,0,7.2792
829,14:53:00,14:53:00,37376,12,0,0,7.5284
829,14:55:00,14:55:00,37377,13,0,0,7.8752
829,14:57:00,14:57:00,37378,14,0,0,8.1684
829,15:02:00,15:02:00,39348,15,0,0,9.0458
830,14:51:00,14:51:00,42673,1,0,0,0.0000
830,14:53:00,14:53:00,38229,2,0,0,0.9153
830,14:55:00,14:55:00,37005,3,0,0,1.7756
830,14:57:00,14:57:00,37004,4,0,0,2.3379
830,14:59:00,14:59:00,37003,5,0,0,3.5483
830,15:00:00,15:00:00,37002,6,0,0,4.1964
830,15:03:00,15:03:00,36998,7,0,0,5.6182
830,15:06:00,15:06:00,36997,8,0,0,6.2994
830,15:07:00,15:07:00,36996,9,0,0,6.5769
830,15:09:00,15:09:00,36995,10,0,0,6.9847
830,15:11:00,15:11:00,36994,11,0,0,7.2792
830,15:13:00,15:13:00,37376,12,0,0,7.5284
830,15:15:00,15:15:00,37377,13,0,0,7.8752
830,15:17:00,15:17:00,37378,14,0,0,8.1684
830,15:22:00,15:22:00,39348,15,0,0,9.0458
831,15:09:00,15:09:00,42673,1,0,0,0.0000
831,15:11:00,15:11:00,38229,2,0,0,0.9153
831,15:13:00,15:13:00,37005,3,0,0,1.7756
831,15:15:00,15:15:00,37004,4,0,0,2.3379
831,15:17:00,15:17:00,37003,5,0,0,3.5483
831,15:18:00,15:18:00,37002,6,0,0,4.1964
831,15:21:00,15:21:00,36998,7,0,0,5.6182
831,15:24:00,15:24:00,36997,8,0,0,6.2994
831,15:25:00,15:25:00,36996,9,0,0,6.5769
831,15:27:00,15:27:00,36995,10,0,0,6.9847
831,15:29:00,15:29:00,36994,11,0,0,7.2792
831,15:31:00,15:31:00,37376,12,0,0,7.5284
831,15:33:00,15:33:00,37377,13,0,0,7.8752
831,15:35:00,15:35:00,37378,14,0,0,8.1684
831,15:40:00,15:40:00,39348,15,0,0,9.0458
832,15:17:00,15:17:00,42673,1,0,0,0.0000
832,15:19:00,15:19:00,38229,2,0,0,0.9153
832,15:21:00,15:21:00,37005,3,0,0,1.7756
832,15:23:00,15:23:00,37004,4,0,0,2.3379
832,15:25:00,15:25:00,37003,5,0,0,3.5483
832,15:26:00,15:26:00,37002,6,0,0,4.1964
832,15:29:00,15:29:00,36998,7,0,0,5.6182
832,15:32:00,15:32:00,36997,8,0,0,6.2994
832,15:33:00,15:33:00,36996,9,0,0,6.5769
832,15:35:00,15:35:00,36995,10,0,0,6.9847
832,15:37:00,15:37:00,36994,11,0,0,7.2792
832,15:39:00,15:39:00,37376,12,0,0,7.5284
832,15:41:00,15:41:00,37377,13,0,0,7.8752
832,15:43:00,15:43:00,37378,14,0,0,8.1684
832,15:48:00,15:48:00,39348,15,0,0,9.0458
833,15:29:00,15:29:00,42673,1,0,0,0.0000
833,15:31:00,15:31:00,38229,2,0,0,0.9153
833,15:33:00,15:33:00,37005,3,0,0,1.7756
833,15:35:00,15:35:00,37004,4,0,0,2.3379
833,15:37:00,15:37:00,37003,5,0,0,3.5483
833,15:38:00,15:38:00,37002,6,0,0,4.1964
833,15:41:00,15:41:00,36998,7,0,0,5.6182
833,15:44:00,15:44:00,36997,8,0,0,6.2994
833,15:45:00,15:45:00,36996,9,0,0,6.5769
833,15:47:00,15:47:00,36995,10,0,0,6.9847
833,15:49:00,15:49:00,36994,11,0,0,7.2792
833,15:51:00,15:51:00,37376,12,0,0,7.5284
833,15:53:00,15:53:00,37377,13,0,0,7.8752
833,15:55:00,15:55:00,37378,14,0,0,8.1684
833,16:00:00,16:00:00,39348,15,0,0,9.0458
834,15:35:00,15:35:00,42673,1,0,0,0.0000
834,15:37:00,15:37:00,38229,2,0,0,0.9153
834,15:39:00,15:39:00,37005,3,0,0,1.7756
834,15:41:00,15:41:00,37004,4,0,0,2.3379
834,15:43:00,15:43:00,37003,5,0,0,3.5483
834,15:44:00,15:44:00,37002,6,0,0,4.1964
834,15:47:00,15:47:00,36998,7,0,0,5.6182
834,15:50:00,15:50:00,36997,8,0,0,6.2994
834,15:51:00,15:51:00,36996,9,0,0,6.5769
834,15:53:00,15:53:00,36995,10,0,0,6.9847
834,15:55:00,15:55:00,36994,11,0,0,7.2792
834,15:57:00,15:57:00,37376,12,0,0,7.5284
834,15:59:00,15:59:00,37377,13,0,0,7.8752
834,16:01:00,16:01:00,37378,14,0,0,8.1684
834,16:06:00,16:06:00,39348,15,0,0,9.0458
835,15:48:00,15:48:00,42673,1,0,0,0.0000
835,15:50:00,15:50:00,38229,2,0,0,0.9153
835,15:52:00,15:52:00,37005,3,0,0,1.7756
835,15:54:00,15:54:00,37004,4,0,0,2.3379
835,15:56:00,15:56:00,37003,5,0,0,3.5483
835,15:57:00,15:57:00,37002,6,0,0,4.1964
835,16:00:00,16:00:00,36998,7,0,0,5.6182
835,16:03:00,16:03:00,36997,8,0,0,6.2994
835,16:04:00,16:04:00,36996,9,0,0,6.5769
835,16:06:00,16:06:00,36995,10,0,0,6.9847
835,16:08:00,16:08:00,36994,11,0,0,7.2792
835,16:10:00,16:10:00,37376,12,0,0,7.5284
835,16:12:00,16:12:00,37377,13,0,0,7.8752
835,16:14:00,16:14:00,37378,14,0,0,8.1684
835,16:19:00,16:19:00,39348,15,0,0,9.0458
836,15:54:00,15:54:00,42673,1,0,0,0.0000
836,15:56:00,15:56:00,38229,2,0,0,0.9153
836,15:58:00,15:58:00,37005,3,0,0,1.7756
836,16:00:00,16:00:00,37004,4,0,0,2.3379
836,16:02:00,16:02:00,37003,5,0,0,3.5483
836,16:03:00,16:03:00,37002,6,0,0,4.1964
836,16:06:00,16:06:00,36998,7,0,0,5.6182
836,16:09:00,16:09:00,36997,8,0,0,6.2994
836,16:10:00,16:10:00,36996,9,0,0,6.5769
836,16:12:00,16:12:00,36995,10,0,0,6.9847
836,16:14:00,16:14:00,36994,11,0,0,7.2792
836,16:16:00,16:16:00,37376,12,0,0,7.5284
836,16:18:00,16:18:00,37377,13,0,0,7.8752
836,16:20:00,16:20:00,37378,14,0,0,8.1684
836,16:25:00,16:25:00,39348,15,0,0,9.0458
837,16:07:00,16:07:00,42673,1,0,0,0.0000
837,16:09:00,16:09:00,38229,2,0,0,0.9153
837,16:11:00,16:11:00,37005,3,0,0,1.7756
837,16:13:00,16:13:00,37004,4,0,0,2.3379
837,16:15:00,16:15:00,37003,5,0,0,3.5483
837,16:16:00,16:16:00,37002,6,0,0,4.1964
837,16:19:00,16:19:00,36998,7,0,0,5.6182
837,16:22:00,16:22:00,36997,8,0,0,6.2994
837,16:23:00,16:23:00,36996,9,0,0,6.5769
837,16:25:00,16:25:00,36995,10,0,0,6.9847
837,16:27:00,16:27:00,36994,11,0,0,7.2792
837,16:29:00,16:29:00,37376,12,0,0,7.5284
837,16:31:00,16:31:00,37377,13,0,0,7.8752
837,16:33:00,16:33:00,37378,14,0,0,8.1684
837,16:38:00,16:38:00,39348,15,0,0,9.0458
838,16:26:00,16:26:00,42673,1,0,0,0.0000
838,16:28:00,16:28:00,38229,2,0,0,0.9153
838,16:30:00,16:30:00,37005,3,0,0,1.7756
838,16:32:00,16:32:00,37004,4,0,0,2.3379
838,16:34:00,16:34:00,37003,5,0,0,3.5483
838,16:35:00,16:35:00,37002,6,0,0,4.1964
838,16:38:00,16:38:00,36998,7,0,0,5.6182
838,16:41:00,16:41:00,36997,8,0,0,6.2994
838,16:42:00,16:42:00,36996,9,0,0,6.5769
838,16:44:00,16:44:00,36995,10,0,0,6.9847
838,16:46:00,16:46:00,36994,11,0,0,7.2792
838,16:48:00,16:48:00,37376,12,0,0,7.5284
838,16:50:00,16:50:00,37377,13,0,0,7.8752
838,16:52:00,16:52:00,37378,14,0,0,8.1684
838,16:57:00,16:57:00,39348,15,0,0,9.0458
839,16:47:00,16:47:00,42673,1,0,0,0.0000
839,16:49:00,16:49:00,38229,2,0,0,0.9153
839,16:51:00,16:51:00,37005,3,0,0,1.7756
839,16:53:00,16:53:00,37004,4,0,0,2.3379
839,16:55:00,16:55:00,37003,5,0,0,3.5483
839,16:56:00,16:56:00,37002,6,0,0,4.1964
839,16:59:00,16:59:00,36998,7,0,0,5.6182
839,17:02:00,17:02:00,36997,8,0,0,6.2994
839,17:03:00,17:03:00,36996,9,0,0,6.5769
839,17:05:00,17:05:00,36995,10,0,0,6.9847
839,17:07:00,17:07:00,36994,11,0,0,7.2792
839,17:09:00,17:09:00,37376,12,0,0,7.5284
839,17:11:00,17:11:00,37377,13,0,0,7.8752
839,17:13:00,17:13:00,37378,14,0,0,8.1684
839,17:18:00,17:18:00,39348,15,0,0,9.0458
840,17:08:00,17:08:00,42673,1,0,0,0.0000
840,17:10:00,17:10:00,38229,2,0,0,0.9153
840,17:12:00,17:12:00,37005,3,0,0,1.7756
840,17:14:00,17:14:00,37004,4,0,0,2.3379
840,17:16:00,17:16:00,37003,5,0,0,3.5483
840,17:17:00,17:17:00,37002,6,0,0,4.1964
840,17:20:00,17:20:00,36998,7,0,0,5.6182
840,17:23:00,17:23:00,36997,8,0,0,6.2994
840,17:24:00,17:24:00,36996,9,0,0,6.5769
840,17:26:00,17:26:00,36995,10,0,0,6.9847
840,17:28:00,17:28:00,36994,11,0,0,7.2792
840,17:30:00,17:30:00,37376,12,0,0,7.5284
840,17:32:00,17:32:00,37377,13,0,0,7.8752
840,17:34:00,17:34:00,37378,14,0,0,8.1684
840,17:39:00,17:39:00,39348,15,0,0,9.0458
841,17:22:00,17:22:00,42673,1,0,0,0.0000
841,17:24:00,17:24:00,38229,2,0,0,0.9153
841,17:26:00,17:26:00,37005,3,0,0,1.7756
841,17:28:00,17:28:00,37004,4,0,0,2.3379
841,17:30:00,17:30:00,37003,5,0,0,3.5483
841,17:31:00,17:31:00,37002,6,0,0,4.1964
841,17:34:00,17:34:00,36998,7,0,0,5.6182
841,17:37:00,17:37:00,36997,8,0,0,6.2994
841,17:38:00,17:38:00,36996,9,0,0,6.5769
841,17:40:00,17:40:00,36995,10,0,0,6.9847
841,17:42:00,17:42:00,36994,11,0,0,7.2792
841,17:44:00,17:44:00,37376,12,0,0,7.5284
841,17:46:00,17:46:00,37377,13,0,0,7.8752
841,17:48:00,17:48:00,37378,14,0,0,8.1684
841,17:53:00,17:53:00,39348,15,0,0,9.0458
842,17:35:00,17:35:00,42673,1,0,0,0.0000
842,17:37:00,17:37:00,38229,2,0,0,0.9153
842,17:39:00,17:39:00,37005,3,0,0,1.7756
842,17:41:00,17:41:00,37004,4,0,0,2.3379
842,17:43:00,17:43:00,37003,5,0,0,3.5483
842,17:44:00,17:44:00,37002,6,0,0,4.1964
842,17:47:00,17:47:00,36998,7,0,0,5.6182
842,17:50:00,17:50:00,36997,8,0,0,6.2994
842,17:51:00,17:51:00,36996,9,0,0,6.5769
842,17:53:00,17:53:00,36995,10,0,0,6.9847
842,17:55:00,17:55:00,36994,11,0,0,7.2792
842,17:57:00,17:57:00,37376,12,0,0,7.5284
842,17:59:00,17:59:00,37377,13,0,0,7.8752
842,18:01:00,18:01:00,37378,14,0,0,8.1684
842,18:06:00,18:06:00,39348,15,0,0,9.0458
843,17:39:00,17:39:00,42673,1,0,0,0.0000
843,17:41:00,17:41:00,38229,2,0,0,0.9153
843,17:43:00,17:43:00,37005,3,0,0,1.7756
843,17:45:00,17:45:00,37004,4,0,0,2.3379
843,17:47:00,17:47:00,37003,5,0,0,3.5483
843,17:48:00,17:48:00,37002,6,0,0,4.1964
843,17:51:00,17:51:00,36998,7,0,0,5.6182
843,17:54:00,17:54:00,36997,8,0,0,6.2994
843,17:55:00,17:55:00,36996,9,0,0,6.5769
843,17:57:00,17:57:00,36995,10,0,0,6.9847
843,17:59:00,17:59:00,36994,11,0,0,7.2792
843,18:01:00,18:01:00,37376,12,0,0,7.5284
843,18:03:00,18:03:00,37377,13,0,0,7.8752
843,18:05:00,18:05:00,37378,14,0,0,8.1684
843,18:10:00,18:10:00,39348,15,0,0,9.0458
844,17:55:00,17:55:00,42673,1,0,0,0.0000
844,17:57:00,17:57:00,38229,2,0,0,0.9153
844,17:59:00,17:59:00,37005,3,0,0,1.7756
844,18:01:00,18:01:00,37004,4,0,0,2.3379
844,18:03:00,18:03:00,37003,5,0,0,3.5483
844,18:04:00,18:04:00,37002,6,0,0,4.1964
844,18:07:00,18:07:00,36998,7,0,0,5.6182
844,18:10:00,18:10:00,36997,8,0,0,6.2994
844,18:11:00,18:11:00,36996,9,0,0,6.5769
844,18:13:00,18:13:00,36995,10,0,0,6.9847
844,18:15:00,18:15:00,36994,11,0,0,7.2792
844,18:17:00,18:17:00,37376,12,0,0,7.5284
844,18:19:00,18:19:00,37377,13,0,0,7.8752
844,18:21:00,18:21:00,37378,14,0,0,8.1684
844,18:26:00,18:26:00,39348,15,0,0,9.0458
845,18:16:00,18:16:00,42673,1,0,0,0.0000
845,18:18:00,18:18:00,38229,2,0,0,0.9153
845,18:20:00,18:20:00,37005,3,0,0,1.7756
845,18:22:00,18:22:00,37004,4,0,0,2.3379
845,18:24:00,18:24:00,37003,5,0,0,3.5483
845,18:25:00,18:25:00,37002,6,0,0,4.1964
845,18:28:00,18:28:00,36998,7,0,0,5.6182
845,18:31:00,18:31:00,36997,8,0,0,6.2994
845,18:32:00,18:32:00,36996,9,0,0,6.5769
845,18:34:00,18:34:00,36995,10,0,0,6.9847
845,18:36:00,18:36:00,36994,11,0,0,7.2792
845,18:38:00,18:38:00,37376,12,0,0,7.5284
845,18:40:00,18:40:00,37377,13,0,0,7.8752
845,18:42:00,18:42:00,37378,14,0,0,8.1684
845,18:47:00,18:47:00,39348,15,0,0,9.0458
846,18:29:00,18:29:00,42673,1,0,0,0.0000
846,18:31:00,18:31:00,38229,2,0,0,0.9153
846,18:33:00,18:33:00,37005,3,0,0,1.7756
846,18:35:00,18:35:00,37004,4,0,0,2.3379
846,18:37:00,18:37:00,37003,5,0,0,3.5483
846,18:38:00,18:38:00,37002,6,0,0,4.1964
846,18:41:00,18:41:00,36998,7,0,0,5.6182
846,18:44:00,18:44:00,36997,8,0,0,6.2994
846,18:45:00,18:45:00,36996,9,0,0,6.5769
846,18:47:00,18:47:00,36995,10,0,0,6.9847
846,18:49:00,18:49:00,36994,11,0,0,7.2792
846,18:51:00,18:51:00,37376,12,0,0,7.5284
846,18:53:00,18:53:00,37377,13,0,0,7.8752
846,18:55:00,18:55:00,37378,14,0,0,8.1684
846,19:00:00,19:00:00,39348,15,0,0,9.0458
847,18:51:00,18:51:00,42673,1,0,0,0.0000
847,18:53:00,18:53:00,38229,2,0,0,0.9153
847,18:55:00,18:55:00,37005,3,0,0,1.7756
847,18:57:00,18:57:00,37004,4,0,0,2.3379
847,18:59:00,18:59:00,37003,5,0,0,3.5483
847,19:00:00,19:00:00,37002,6,0,0,4.1964
847,19:03:00,19:03:00,36998,7,0,0,5.6182
847,19:06:00,19:06:00,36997,8,0,0,6.2994
847,19:07:00,19:07:00,36996,9,0,0,6.5769
847,19:09:00,19:09:00,36995,10,0,0,6.9847
847,19:11:00,19:11:00,36994,11,0,0,7.2792
847,19:13:00,19:13:00,37376,12,0,0,7.5284
847,19:15:00,19:15:00,37377,13,0,0,7.8752
847,19:17:00,19:17:00,37378,14,0,0,8.1684
847,19:22:00,19:22:00,39348,15,0,0,9.0458
848,19:01:00,19:01:00,42673,1,0,0,0.0000
848,19:03:00,19:03:00,38229,2,0,0,0.9153
848,19:05:00,19:05:00,37005,3,0,0,1.7756
848,19:07:00,19:07:00,37004,4,0,0,2.3379
848,19:09:00,19:09:00,37003,5,0,0,3.5483
848,19:10:00,19:10:00,37002,6,0,0,4.1964
848,19:13:00,19:13:00,36998,7,0,0,5.6182
848,19:16:00,19:16:00,36997,8,0,0,6.2994
848,19:17:00,19:17:00,36996,9,0,0,6.5769
848,19:19:00,19:19:00,36995,10,0,0,6.9847
848,19:21:00,19:21:00,36994,11,0,0,7.2792
848,19:23:00,19:23:00,37376,12,0,0,7.5284
848,19:25:00,19:25:00,37377,13,0,0,7.8752
848,19:27:00,19:27:00,37378,14,0,0,8.1684
848,19:32:00,19:32:00,39348,15,0,0,9.0458
849,19:17:00,19:17:00,42673,1,0,0,0.0000
849,19:19:00,19:19:00,38229,2,0,0,0.9153
849,19:21:00,19:21:00,37005,3,0,0,1.7756
849,19:23:00,19:23:00,37004,4,0,0,2.3379
849,19:25:00,19:25:00,37003,5,0,0,3.5483
849,19:26:00,19:26:00,37002,6,0,0,4.1964
849,19:29:00,19:29:00,36998,7,0,0,5.6182
849,19:32:00,19:32:00,36997,8,0,0,6.2994
849,19:33:00,19:33:00,36996,9,0,0,6.5769
849,19:35:00,19:35:00,36995,10,0,0,6.9847
849,19:37:00,19:37:00,36994,11,0,0,7.2792
849,19:39:00,19:39:00,37376,12,0,0,7.5284
849,19:41:00,19:41:00,37377,13,0,0,7.8752
849,19:43:00,19:43:00,37378,14,0,0,8.1684
849,19:48:00,19:48:00,39348,15,0,0,9.0458
850,19:39:00,19:39:00,42673,1,0,0,0.0000
850,19:41:00,19:41:00,38229,2,0,0,0.9153
850,19:43:00,19:43:00,37005,3,0,0,1.7756
850,19:45:00,19:45:00,37004,4,0,0,2.3379
850,19:47:00,19:47:00,37003,5,0,0,3.5483
850,19:48:00,19:48:00,37002,6,0,0,4.1964
850,19:51:00,19:51:00,36998,7,0,0,5.6182
850,19:54:00,19:54:00,36997,8,0,0,6.2994
850,19:55:00,19:55:00,36996,9,0,0,6.5769
850,19:57:00,19:57:00,36995,10,0,0,6.9847
850,19:59:00,19:59:00,36994,11,0,0,7.2792
850,20:01:00,20:01:00,37376,12,0,0,7.5284
850,20:03:00,20:03:00,37377,13,0,0,7.8752
850,20:05:00,20:05:00,37378,14,0,0,8.1684
850,20:10:00,20:10:00,39348,15,0,0,9.0458
851,20:09:00,20:09:00,42673,1,0,0,0.0000
851,20:11:00,20:11:00,38229,2,0,0,0.9153
851,20:13:00,20:13:00,37005,3,0,0,1.7756
851,20:15:00,20:15:00,37004,4,0,0,2.3379
851,20:17:00,20:17:00,37003,5,0,0,3.5483
851,20:18:00,20:18:00,37002,6,0,0,4.1964
